company,observation_id,metric,component,value,unit,period,boundary,geography,source_url,source_locator,evidence_status,assurance,caveat,full_record_file
microsoft,MSFT-11,Owned datacenter selected location paired physical inputs,San_Antonio.electricity_MWh,1440710,Units identified in each field,FY25: 2024-07-01 to 2025-06-30,Microsoft-owned operational datacenters only; site figures selected from full table,Named metropolitan clusters: USA and Singapore,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=25,Table 15 and boundary/estimation footnotes p26,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction",Section 2: explicitly outside Deloitte review,"Selected locations only. Full table covers owned operational datacenters, excludes commissioning and locations collectively under 1% of owned DC water/electricity. Excludes leased DC fleet. Water is withdrawal, not consumption. Electricity is site total, not IT electricity; ratio is not WUE.",microsoft-footprint.json
microsoft,MSFT-11,Owned datacenter selected location paired physical inputs,San_Antonio.withdrawal_ML,420,Units identified in each field,FY25: 2024-07-01 to 2025-06-30,Microsoft-owned operational datacenters only; site figures selected from full table,Named metropolitan clusters: USA and Singapore,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=25,Table 15 and boundary/estimation footnotes p26,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction",Section 2: explicitly outside Deloitte review,"Selected locations only. Full table covers owned operational datacenters, excludes commissioning and locations collectively under 1% of owned DC water/electricity. Excludes leased DC fleet. Water is withdrawal, not consumption. Electricity is site total, not IT electricity; ratio is not WUE.",microsoft-footprint.json
microsoft,MSFT-11,Owned datacenter selected location paired physical inputs,San_Antonio.nonpotable_percent,79,Units identified in each field,FY25: 2024-07-01 to 2025-06-30,Microsoft-owned operational datacenters only; site figures selected from full table,Named metropolitan clusters: USA and Singapore,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=25,Table 15 and boundary/estimation footnotes p26,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction",Section 2: explicitly outside Deloitte review,"Selected locations only. Full table covers owned operational datacenters, excludes commissioning and locations collectively under 1% of owned DC water/electricity. Excludes leased DC fleet. Water is withdrawal, not consumption. Electricity is site total, not IT electricity; ratio is not WUE.",microsoft-footprint.json
microsoft,MSFT-11,Owned datacenter selected location paired physical inputs,Singapore.electricity_MWh,338845,Units identified in each field,FY25: 2024-07-01 to 2025-06-30,Microsoft-owned operational datacenters only; site figures selected from full table,Named metropolitan clusters: USA and Singapore,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=25,Table 15 and boundary/estimation footnotes p26,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction",Section 2: explicitly outside Deloitte review,"Selected locations only. Full table covers owned operational datacenters, excludes commissioning and locations collectively under 1% of owned DC water/electricity. Excludes leased DC fleet. Water is withdrawal, not consumption. Electricity is site total, not IT electricity; ratio is not WUE.",microsoft-footprint.json
microsoft,MSFT-11,Owned datacenter selected location paired physical inputs,Singapore.withdrawal_ML,423,Units identified in each field,FY25: 2024-07-01 to 2025-06-30,Microsoft-owned operational datacenters only; site figures selected from full table,Named metropolitan clusters: USA and Singapore,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=25,Table 15 and boundary/estimation footnotes p26,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction",Section 2: explicitly outside Deloitte review,"Selected locations only. Full table covers owned operational datacenters, excludes commissioning and locations collectively under 1% of owned DC water/electricity. Excludes leased DC fleet. Water is withdrawal, not consumption. Electricity is site total, not IT electricity; ratio is not WUE.",microsoft-footprint.json
microsoft,MSFT-11,Owned datacenter selected location paired physical inputs,Singapore.nonpotable_percent,99,Units identified in each field,FY25: 2024-07-01 to 2025-06-30,Microsoft-owned operational datacenters only; site figures selected from full table,Named metropolitan clusters: USA and Singapore,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=25,Table 15 and boundary/estimation footnotes p26,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction",Section 2: explicitly outside Deloitte review,"Selected locations only. Full table covers owned operational datacenters, excludes commissioning and locations collectively under 1% of owned DC water/electricity. Excludes leased DC fleet. Water is withdrawal, not consumption. Electricity is site total, not IT electricity; ratio is not WUE.",microsoft-footprint.json
microsoft,MSFT-11,Owned datacenter selected location paired physical inputs,Boydton.electricity_MWh,3113847,Units identified in each field,FY25: 2024-07-01 to 2025-06-30,Microsoft-owned operational datacenters only; site figures selected from full table,Named metropolitan clusters: USA and Singapore,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=25,Table 15 and boundary/estimation footnotes p26,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction",Section 2: explicitly outside Deloitte review,"Selected locations only. Full table covers owned operational datacenters, excludes commissioning and locations collectively under 1% of owned DC water/electricity. Excludes leased DC fleet. Water is withdrawal, not consumption. Electricity is site total, not IT electricity; ratio is not WUE.",microsoft-footprint.json
microsoft,MSFT-11,Owned datacenter selected location paired physical inputs,Boydton.withdrawal_ML,362,Units identified in each field,FY25: 2024-07-01 to 2025-06-30,Microsoft-owned operational datacenters only; site figures selected from full table,Named metropolitan clusters: USA and Singapore,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=25,Table 15 and boundary/estimation footnotes p26,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction",Section 2: explicitly outside Deloitte review,"Selected locations only. Full table covers owned operational datacenters, excludes commissioning and locations collectively under 1% of owned DC water/electricity. Excludes leased DC fleet. Water is withdrawal, not consumption. Electricity is site total, not IT electricity; ratio is not WUE.",microsoft-footprint.json
microsoft,MSFT-12,Supplier-data share of category emissions,category1,60,percent of category emissions,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=12,Section 1.9 Scope 3 methodology,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.",Supplier data can still be supplier emission-per-revenue times Microsoft spend; does not mean direct physical measurements or confidence percentages.,microsoft-footprint.json
microsoft,MSFT-12,Supplier-data share of category emissions,category2,78,percent of category emissions,FY25: 2024-07-01 to 2025-06-30,"Global operational control, including wholly/partially owned controlled subsidiaries, owned and leased real estate/datacenters; includes relevant Activision Blizzard King activity.",Global,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/2026-Microsoft-Environmental-Data-Fact-Sheet-PDF.pdf#page=12,Section 1.9 Scope 3 methodology,"Company-reported inventory; includes measurement and company estimation, not researcher-modeled reduction","Deloitte limited assurance review of FY25 Section 1 specified information; report dated July 9, 2026, p23. Not reasonable assurance; estimates retain inherent uncertainty.",Supplier data can still be supplier emission-per-revenue times Microsoft spend; does not mean direct physical measurements or confidence percentages.,microsoft-footprint.json
walmart,WMT01,Operational GHG inventory,scope1,8.16,million metric tonnes CO2e,FY2026: 2025-02-01 to 2026-01-31,Walmart global operations; consolidated subsidiaries excluding platforms/marketplaces unless specifically included,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,"pp.30-31,126; Operational emissions / Climate data tables",company reported; measured and estimated inputs,Scope 1/2 calculations subject to third-party limited assurance aligning ISO 14064-3; specific statement not independently inspected,"Market and location Scope 2 are alternative accounting views, never additive. Scope1+Scope2 LB derived=17.82. Prior FY2025 displayed total15.6; components9.04+6.53=15.57. Company reports FY2026 YoY -7.5% using unrounded values.",walmart-footprint.json
walmart,WMT01,Operational GHG inventory,scope2_market_based,6.24,million metric tonnes CO2e,FY2026: 2025-02-01 to 2026-01-31,Walmart global operations; consolidated subsidiaries excluding platforms/marketplaces unless specifically included,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,"pp.30-31,126; Operational emissions / Climate data tables",company reported; measured and estimated inputs,Scope 1/2 calculations subject to third-party limited assurance aligning ISO 14064-3; specific statement not independently inspected,"Market and location Scope 2 are alternative accounting views, never additive. Scope1+Scope2 LB derived=17.82. Prior FY2025 displayed total15.6; components9.04+6.53=15.57. Company reports FY2026 YoY -7.5% using unrounded values.",walmart-footprint.json
walmart,WMT01,Operational GHG inventory,scope2_location_based,9.66,million metric tonnes CO2e,FY2026: 2025-02-01 to 2026-01-31,Walmart global operations; consolidated subsidiaries excluding platforms/marketplaces unless specifically included,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,"pp.30-31,126; Operational emissions / Climate data tables",company reported; measured and estimated inputs,Scope 1/2 calculations subject to third-party limited assurance aligning ISO 14064-3; specific statement not independently inspected,"Market and location Scope 2 are alternative accounting views, never additive. Scope1+Scope2 LB derived=17.82. Prior FY2025 displayed total15.6; components9.04+6.53=15.57. Company reports FY2026 YoY -7.5% using unrounded values.",walmart-footprint.json
walmart,WMT01,Operational GHG inventory,scope1_plus_scope2_market_based,14.4,million metric tonnes CO2e,FY2026: 2025-02-01 to 2026-01-31,Walmart global operations; consolidated subsidiaries excluding platforms/marketplaces unless specifically included,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,"pp.30-31,126; Operational emissions / Climate data tables",company reported; measured and estimated inputs,Scope 1/2 calculations subject to third-party limited assurance aligning ISO 14064-3; specific statement not independently inspected,"Market and location Scope 2 are alternative accounting views, never additive. Scope1+Scope2 LB derived=17.82. Prior FY2025 displayed total15.6; components9.04+6.53=15.57. Company reports FY2026 YoY -7.5% using unrounded values.",walmart-footprint.json
walmart,WMT02,Scope 1 sources,onsite_refrigerants,4.08,million metric tonnes CO2e,FY2026: 2025-02-01 to 2026-01-31,Walmart global operations; consolidated subsidiaries excluding platforms/marketplaces unless specifically included,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,p.31 FY2026 Scope 1 and 2 Emissions Sources,company reported; measured and estimated inputs,Scope 1/2 calculations subject to third-party limited assurance aligning ISO 14064-3; specific statement not independently inspected,Components sum8.16. Refrigerants roughly50% of direct footprint. Transport combines fuel and mobile leaks; cannot apply fuel-only intervention to all2.28 without split. Stationary mainly natural gas for heat/hot water/backup per p32.,walmart-footprint.json
walmart,WMT02,Scope 1 sources,transport_fuel_and_mobile_refrigerants,2.28,million metric tonnes CO2e,FY2026: 2025-02-01 to 2026-01-31,Walmart global operations; consolidated subsidiaries excluding platforms/marketplaces unless specifically included,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,p.31 FY2026 Scope 1 and 2 Emissions Sources,company reported; measured and estimated inputs,Scope 1/2 calculations subject to third-party limited assurance aligning ISO 14064-3; specific statement not independently inspected,Components sum8.16. Refrigerants roughly50% of direct footprint. Transport combines fuel and mobile leaks; cannot apply fuel-only intervention to all2.28 without split. Stationary mainly natural gas for heat/hot water/backup per p32.,walmart-footprint.json
walmart,WMT02,Scope 1 sources,stationary_fuel,1.8,million metric tonnes CO2e,FY2026: 2025-02-01 to 2026-01-31,Walmart global operations; consolidated subsidiaries excluding platforms/marketplaces unless specifically included,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,p.31 FY2026 Scope 1 and 2 Emissions Sources,company reported; measured and estimated inputs,Scope 1/2 calculations subject to third-party limited assurance aligning ISO 14064-3; specific statement not independently inspected,Components sum8.16. Refrigerants roughly50% of direct footprint. Transport combines fuel and mobile leaks; cannot apply fuel-only intervention to all2.28 without split. Stationary mainly natural gas for heat/hot water/backup per p32.,walmart-footprint.json
walmart,WMT03,Scope 2 market-based sources,purchased_electricity,6.23,million metric tonnes CO2e,FY2026: 2025-02-01 to 2026-01-31,Walmart global operations; consolidated subsidiaries excluding platforms/marketplaces unless specifically included,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,p.31 emissions source table,company reported; measured and estimated inputs,Scope 1/2 calculations subject to third-party limited assurance aligning ISO 14064-3; specific statement not independently inspected,Sum6.24. Not electricity consumption; MWh unavailable in reviewed latest report.,walmart-footprint.json
walmart,WMT03,Scope 2 market-based sources,purchased_steam,0.01,million metric tonnes CO2e,FY2026: 2025-02-01 to 2026-01-31,Walmart global operations; consolidated subsidiaries excluding platforms/marketplaces unless specifically included,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,p.31 emissions source table,company reported; measured and estimated inputs,Scope 1/2 calculations subject to third-party limited assurance aligning ISO 14064-3; specific statement not independently inspected,Sum6.24. Not electricity consumption; MWh unavailable in reviewed latest report.,walmart-footprint.json
walmart,WMT04,Electricity sourcing,renewable_including_grid,53.3,percent of global electricity,FY2026: 2025-02-01 to 2026-01-31,Walmart global operations; consolidated subsidiaries excluding platforms/marketplaces unless specifically included,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,"pp.34,126; Renewable Electricity Progress",company reported; measured and estimated inputs,No separate assurance established for percentages,35.0% follows RE100 unique-attribute definition. 53.3% includes grid contributions; not a contractual procurement share. Source p34 footnote names U.S. EIA while p126 names IEA; retain this internal inconsistency.,walmart-footprint.json
walmart,WMT04,Electricity sourcing,direct_procurement_excluding_grid,35.0,percent of global electricity,FY2026: 2025-02-01 to 2026-01-31,Walmart global operations; consolidated subsidiaries excluding platforms/marketplaces unless specifically included,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,"pp.34,126; Renewable Electricity Progress",company reported; measured and estimated inputs,No separate assurance established for percentages,35.0% follows RE100 unique-attribute definition. 53.3% includes grid contributions; not a contractual procurement share. Source p34 footnote names U.S. EIA while p126 names IEA; retain this internal inconsistency.,walmart-footprint.json
walmart,WMT04,Electricity sourcing,grid_contribution,18.3,percent of global electricity,FY2026: 2025-02-01 to 2026-01-31,Walmart global operations; consolidated subsidiaries excluding platforms/marketplaces unless specifically included,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,"pp.34,126; Renewable Electricity Progress",company reported; measured and estimated inputs,No separate assurance established for percentages,35.0% follows RE100 unique-attribute definition. 53.3% includes grid contributions; not a contractual procurement share. Source p34 footnote names U.S. EIA while p126 names IEA; retain this internal inconsistency.,walmart-footprint.json
walmart,WMT05,Low-GWP deployment,US_facilities_partly_or_fully_ultra_low_GWP,619,facilities,as of 2025-12-31,"U.S. facilities, including partial systems",,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,p.31 Using Lower-GWP Refrigeration Systems,company reported; measured and estimated inputs,No separate assurance established,"Partial/full CO2, glycol, ammonia equipment; not619 fully converted stores. All new stores/clubs transcritical CO2 is reported policy. 20.7% annual leak-emissions reduction already included in baseline; no additional credit.",walmart-footprint.json
walmart,WMT06,Fleet activity proxies,electric_last_mile_vans,1250,"mixed: vans, sites, percent",Vans deployed since2022 through reporting date; fuel FY2026,Van/charging deployment Walmart last-mile; heavy-duty fuel company fleet; California subset explicit,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,p.33 Fleet / Scaling Proven Technologies,company reported; measured and estimated inputs,No separate assurance established,"Vans reported more than1250; charging nearly1000. No total tractor count, diesel gallons, miles, tonne-km, or mobile refrigerant split recovered. Yard-truck >75% reduction/hour is company technology-performance claim, not whole-fleet inventory reduction.",walmart-footprint.json
walmart,WMT06,Fleet activity proxies,charging_store_locations_approx,1000,"mixed: vans, sites, percent",Vans deployed since2022 through reporting date; fuel FY2026,Van/charging deployment Walmart last-mile; heavy-duty fuel company fleet; California subset explicit,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,p.33 Fleet / Scaling Proven Technologies,company reported; measured and estimated inputs,No separate assurance established,"Vans reported more than1250; charging nearly1000. No total tractor count, diesel gallons, miles, tonne-km, or mobile refrigerant split recovered. Yard-truck >75% reduction/hour is company technology-performance claim, not whole-fleet inventory reduction.",walmart-footprint.json
walmart,WMT06,Fleet activity proxies,renewable_diesel_heavy_duty_fuel_percent,5.6,"mixed: vans, sites, percent",Vans deployed since2022 through reporting date; fuel FY2026,Van/charging deployment Walmart last-mile; heavy-duty fuel company fleet; California subset explicit,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,p.33 Fleet / Scaling Proven Technologies,company reported; measured and estimated inputs,No separate assurance established,"Vans reported more than1250; charging nearly1000. No total tractor count, diesel gallons, miles, tonne-km, or mobile refrigerant split recovered. Yard-truck >75% reduction/hour is company technology-performance claim, not whole-fleet inventory reduction.",walmart-footprint.json
walmart,WMT06,Fleet activity proxies,renewable_diesel_California_fuel_percent_approx,69,"mixed: vans, sites, percent",Vans deployed since2022 through reporting date; fuel FY2026,Van/charging deployment Walmart last-mile; heavy-duty fuel company fleet; California subset explicit,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,p.33 Fleet / Scaling Proven Technologies,company reported; measured and estimated inputs,No separate assurance established,"Vans reported more than1250; charging nearly1000. No total tractor count, diesel gallons, miles, tonne-km, or mobile refrigerant split recovered. Yard-truck >75% reduction/hour is company technology-performance claim, not whole-fleet inventory reduction.",walmart-footprint.json
walmart,WMT07,Scope 3 footprint,,635,million metric tonnes CO2e,FY2026: 2025-02-01 to 2026-01-31,"Categories1,2,11,12; Canada, Central America, Chile, China, India(Flipkart), Mexico, U.S.; reported >95% comprehensive footprint",,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,"pp.36,126 Scope 3 table and footnotes75-76",company modeled broad estimate from product-category sales and industry factors,No Scope 3 assurance established,"FY2025 restated618; FY2024 restated600. Category11 contains lifetime emissions of products sold this period, not annual use emissions only. Latest category-specific values absent; cannot treat635 as a directly controlled annual operating footprint.",walmart-footprint.json
walmart,WMT08,Food disposition pathways,donation,878,million pounds,CY2025: 2025-01-01 to 2025-12-31,"Global operational food, India excluded per footnote89",,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,p.137 Food Loss and Waste / Food disposition pathways,company reported; measured and estimated inputs,Not independently assured; waste vendors/food banks/facilities; estimates where weights absent,"FLW intensity excludes packaging and inedible parts. Donation/feed not FLW waste; compost/AD are FLW waste despite diversion. 1 million lb =453.59237 metric tonnes; landfill/incineration =644101.1654 tonnes. Pathways sum3493.2 million lb, not necessarily a reconciled FLW total.",walmart-footprint.json
walmart,WMT08,Food disposition pathways,animal_feed,225,million pounds,CY2025: 2025-01-01 to 2025-12-31,"Global operational food, India excluded per footnote89",,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,p.137 Food Loss and Waste / Food disposition pathways,company reported; measured and estimated inputs,Not independently assured; waste vendors/food banks/facilities; estimates where weights absent,"FLW intensity excludes packaging and inedible parts. Donation/feed not FLW waste; compost/AD are FLW waste despite diversion. 1 million lb =453.59237 metric tonnes; landfill/incineration =644101.1654 tonnes. Pathways sum3493.2 million lb, not necessarily a reconciled FLW total.",walmart-footprint.json
walmart,WMT08,Food disposition pathways,compost,669,million pounds,CY2025: 2025-01-01 to 2025-12-31,"Global operational food, India excluded per footnote89",,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,p.137 Food Loss and Waste / Food disposition pathways,company reported; measured and estimated inputs,Not independently assured; waste vendors/food banks/facilities; estimates where weights absent,"FLW intensity excludes packaging and inedible parts. Donation/feed not FLW waste; compost/AD are FLW waste despite diversion. 1 million lb =453.59237 metric tonnes; landfill/incineration =644101.1654 tonnes. Pathways sum3493.2 million lb, not necessarily a reconciled FLW total.",walmart-footprint.json
walmart,WMT08,Food disposition pathways,anaerobic_digestion,247,million pounds,CY2025: 2025-01-01 to 2025-12-31,"Global operational food, India excluded per footnote89",,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,p.137 Food Loss and Waste / Food disposition pathways,company reported; measured and estimated inputs,Not independently assured; waste vendors/food banks/facilities; estimates where weights absent,"FLW intensity excludes packaging and inedible parts. Donation/feed not FLW waste; compost/AD are FLW waste despite diversion. 1 million lb =453.59237 metric tonnes; landfill/incineration =644101.1654 tonnes. Pathways sum3493.2 million lb, not necessarily a reconciled FLW total.",walmart-footprint.json
walmart,WMT08,Food disposition pathways,biochemical_processing,54.2,million pounds,CY2025: 2025-01-01 to 2025-12-31,"Global operational food, India excluded per footnote89",,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,p.137 Food Loss and Waste / Food disposition pathways,company reported; measured and estimated inputs,Not independently assured; waste vendors/food banks/facilities; estimates where weights absent,"FLW intensity excludes packaging and inedible parts. Donation/feed not FLW waste; compost/AD are FLW waste despite diversion. 1 million lb =453.59237 metric tonnes; landfill/incineration =644101.1654 tonnes. Pathways sum3493.2 million lb, not necessarily a reconciled FLW total.",walmart-footprint.json
walmart,WMT08,Food disposition pathways,landfill_or_incineration,1420,million pounds,CY2025: 2025-01-01 to 2025-12-31,"Global operational food, India excluded per footnote89",,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,p.137 Food Loss and Waste / Food disposition pathways,company reported; measured and estimated inputs,Not independently assured; waste vendors/food banks/facilities; estimates where weights absent,"FLW intensity excludes packaging and inedible parts. Donation/feed not FLW waste; compost/AD are FLW waste despite diversion. 1 million lb =453.59237 metric tonnes; landfill/incineration =644101.1654 tonnes. Pathways sum3493.2 million lb, not necessarily a reconciled FLW total.",walmart-footprint.json
walmart,WMT09,Operational waste diversion,global,84.0,percent diverted from landfill and incineration,CY2025: 2025-01-01 to 2025-12-31,Global operational waste excluding India; country boundaries as named,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,"p.137 Operational Waste, footnotes86-88",company reported; measured and estimated inputs,Not independently assured; reported/estimated waste weights,"US/Mexico/Canada together93.83% of global operational waste. Absolute all-material waste mass not found, so16% residual cannot be converted to tonnes.",walmart-footprint.json
walmart,WMT09,Operational waste diversion,US,84.8,percent diverted from landfill and incineration,CY2025: 2025-01-01 to 2025-12-31,Global operational waste excluding India; country boundaries as named,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,"p.137 Operational Waste, footnotes86-88",company reported; measured and estimated inputs,Not independently assured; reported/estimated waste weights,"US/Mexico/Canada together93.83% of global operational waste. Absolute all-material waste mass not found, so16% residual cannot be converted to tonnes.",walmart-footprint.json
walmart,WMT09,Operational waste diversion,Canada,85.1,percent diverted from landfill and incineration,CY2025: 2025-01-01 to 2025-12-31,Global operational waste excluding India; country boundaries as named,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,"p.137 Operational Waste, footnotes86-88",company reported; measured and estimated inputs,Not independently assured; reported/estimated waste weights,"US/Mexico/Canada together93.83% of global operational waste. Absolute all-material waste mass not found, so16% residual cannot be converted to tonnes.",walmart-footprint.json
walmart,WMT09,Operational waste diversion,Mexico,82.8,percent diverted from landfill and incineration,CY2025: 2025-01-01 to 2025-12-31,Global operational waste excluding India; country boundaries as named,,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,"p.137 Operational Waste, footnotes86-88",company reported; measured and estimated inputs,Not independently assured; reported/estimated waste weights,"US/Mexico/Canada together93.83% of global operational waste. Absolute all-material waste mass not found, so16% residual cannot be converted to tonnes.",walmart-footprint.json
walmart,WMT10,Operational food waste intensity reduction against2016,,3.45,percent reduction vs CY2016 baseline,CY2025: 2025-01-01 to 2025-12-31,"Global operational food, India excluded",,https://corporate.walmart.com/content/dam/corporate/documents/esgreport/2026/FY2026-Walmart-ESG-Report.pdf,"pp.9,137 Food Waste Reporting and Food Loss and Waste",company reported; measured and estimated inputs,Not independently assured,Intensity=food waste mass / food sold mass. Prior CY2024 reduction12.1%; CY2023 21.7%. Shift animal-feed to compost/AD worsens FLW metric while remaining diverted. Absolute food-sales mass and absolute FLW intensity missing.,walmart-footprint.json
walmart,WMT11,Physical retail and distribution footprint,retail_units,10955,"mixed: units, square feet, facilities","2026-01-31, except International other than Canada 2025-12-31",Walmart global operations; consolidated subsidiaries excluding platforms/marketplaces unless specifically included,,https://stock.walmart.com/2026-annual-report,2026 annual report printed p.29 / PDF p.31; Item2 Properties,company reported; measured and estimated inputs,Company Form10-K property disclosure; not separately assurance-checked,Floor-area table reports thousands square feet; correctly multiplied1000. Gross area not sales/service volume. Distribution includes fulfillment/return facilities.,walmart-footprint.json
walmart,WMT11,Physical retail and distribution footprint,retail_gross_area_ft2,1056829000,"mixed: units, square feet, facilities","2026-01-31, except International other than Canada 2025-12-31",Walmart global operations; consolidated subsidiaries excluding platforms/marketplaces unless specifically included,,https://stock.walmart.com/2026-annual-report,2026 annual report printed p.29 / PDF p.31; Item2 Properties,company reported; measured and estimated inputs,Company Form10-K property disclosure; not separately assurance-checked,Floor-area table reports thousands square feet; correctly multiplied1000. Gross area not sales/service volume. Distribution includes fulfillment/return facilities.,walmart-footprint.json
walmart,WMT11,Physical retail and distribution footprint,distribution_facilities,371,"mixed: units, square feet, facilities","2026-01-31, except International other than Canada 2025-12-31",Walmart global operations; consolidated subsidiaries excluding platforms/marketplaces unless specifically included,,https://stock.walmart.com/2026-annual-report,2026 annual report printed p.29 / PDF p.31; Item2 Properties,company reported; measured and estimated inputs,Company Form10-K property disclosure; not separately assurance-checked,Floor-area table reports thousands square feet; correctly multiplied1000. Gross area not sales/service volume. Distribution includes fulfillment/return facilities.,walmart-footprint.json
walmart,WMT11,Physical retail and distribution footprint,US_retail_units_including_Sams,5212,"mixed: units, square feet, facilities","2026-01-31, except International other than Canada 2025-12-31",Walmart global operations; consolidated subsidiaries excluding platforms/marketplaces unless specifically included,,https://stock.walmart.com/2026-annual-report,2026 annual report printed p.29 / PDF p.31; Item2 Properties,company reported; measured and estimated inputs,Company Form10-K property disclosure; not separately assurance-checked,Floor-area table reports thousands square feet; correctly multiplied1000. Gross area not sales/service volume. Distribution includes fulfillment/return facilities.,walmart-footprint.json
